DATE,DOMAIN,LOCATION,VALUE,TRANSACTION_COUNT
44791,INVESTMENTS,Buxar,760684.0,1322.0
44723,RESTRAUNT,Buxar,387406.0,2005.0
44619,RETAIL,Durg,809201.0,2169.0
44615,RESTRAUNT,Bokaro,562857.0,482.0
44801,MEDICAL,Lucknow,998014.0,2085.0
44683,MEDICAL,Jaipur,1088444.0,455.0
44613,INTERNATIONAL,Pune,593859.0,527.0
44572,RETAIL,Bokaro,872144.0,938.0
44666,EDUCATION,Ahmedabad,1111013.0,401.0
44690,INTERNATIONAL,Hyderabad,909705.0,666.0
44652,RESTRAUNT,Lucknow,1029591.0,1198.0
44591,MEDICAL,Surat,1021406.0,1319.0
44562,RETAIL,Mon,884589.0,1488.0
44631,MEDICAL,Kanpur,579675.0,1524.0
44789,PUBLIC,Lunglei,474730.0,1734.0
44897,INVESTMENTS,Madurai,983624.0,1433.0
44597,INTERNATIONAL,Ambala,651943.0,824.0
44747,PUBLIC,Bikaner,1032191.0,772.0
44764,EDUCATION,Goa,914111.0,2075.0
44725,RESTRAUNT,Doda,435297.0,2245.0
44672,RESTRAUNT,Amritsar,806372.0,2266.0
44672,RETAIL,Akola,691527.0,1329.0
44802,INTERNATIONAL,Goa,1132418.0,1255.0
44599,EDUCATION,Kolkata,355275.0,2325.0
44759,MEDICAL,Kota,1102948.0,990.0
44572,RESTRAUNT,Banglore,330377.0,2292.0
44900,EDUCATION,Delhi,430733.0,934.0
44600,PUBLIC,Ara,1009838.0,1520.0
44644,RESTRAUNT,Madurai,570685.0,2115.0
44587,RESTRAUNT,Kota,592158.0,754.0
44729,INVESTMENTS,Ara,937439.0,1626.0
44774,EDUCATION,Kolkata,773449.0,879.0
44713,PUBLIC,Ajmer,790507.0,889.0
44607,INTERNATIONAL,Hyderabad,572292.0,646.0
44831,EDUCATION,Durg,1129595.0,2056.0
44806,PUBLIC,Kannur,1059372.0,1602.0
44797,MEDICAL,Bhind,551966.0,1397.0
44691,EDUCATION,Pune,346772.0,936.0
44675,RESTRAUNT,Goa,1011585.0,599.0
44759,MEDICAL,Amritsar,649241.0,2349.0
44603,INVESTMENTS,Bokaro,1090875.0,740.0
44901,EDUCATION,Lucknow,872638.0,632.0
44757,RETAIL,Buxar,437018.0,1822.0
44878,INVESTMENTS,Goa,384048.0,2157.0
44618,INTERNATIONAL,Ajmer,1095560.0,1763.0
44904,PUBLIC,Bombay,840433.0,2459.0
44908,EDUCATION,Bokaro,657444.0,1719.0
44813,RETAIL,Kolkata,309893.0,1555.0
44674,INTERNATIONAL,Delhi,862960.0,528.0
44784,RESTRAUNT,Bombay,918261.0,1880.0
44614,RESTRAUNT,Daman,731885.0,684.0
44689,MEDICAL,Trichy,1009635.0,792.0
44877,RETAIL,Srinagar,871965.0,1022.0
44797,RESTRAUNT,Patiala,529738.0,415.0
44729,RESTRAUNT,Ranchi,511545.0,1493.0
44774,EDUCATION,Bidar,560845.0,2030.0
44912,MEDICAL,Bidar,768312.0,886.0
44583,RESTRAUNT,Bhuj,448833.0,2338.0
44698,INTERNATIONAL,Goa,900869.0,1150.0
44821,INVESTMENTS,Kanpur,1159256.0,1050.0
44691,MEDICAL,Kolkata,410437.0,1980.0
44858,RESTRAUNT,Varanasi,645819.0,1889.0
44916,INTERNATIONAL,Trichy,1132165.0,1777.0
44643,EDUCATION,Hyderabad,669662.0,1903.0
44800,INVESTMENTS,Lucknow,486457.0,1842.0
44678,INVESTMENTS,Kannur,310365.0,1829.0
44762,RETAIL,Durg,395088.0,2400.0
44590,EDUCATION,Tirumala,1001414.0,1822.0
44834,RESTRAUNT,Ludhiana,358758.0,1744.0
44648,EDUCATION,Bokaro,630508.0,2318.0
44825,PUBLIC,Daman,843902.0,1776.0
44584,MEDICAL,Bhopal,741575.0,755.0
44798,EDUCATION,Ara,951638.0,437.0
44746,EDUCATION,Srinagar,1098612.0,2441.0
44870,PUBLIC,Banglore,683608.0,489.0
44905,INTERNATIONAL,Konark,476411.0,664.0
44889,INTERNATIONAL,Lunglei,919789.0,2040.0
44620,RESTRAUNT,Durg,638750.0,1126.0
44753,RESTRAUNT,Trichy,1146994.0,1946.0
44760,INVESTMENTS,Ara,376164.0,2368.0
44772,EDUCATION,Goa,912900.0,2220.0
44882,PUBLIC,Lucknow,1182839.0,945.0
44626,RESTRAUNT,Banglore,987977.0,610.0
44570,PUBLIC,Patiala,441842.0,1371.0
44588,RESTRAUNT,Kochin,1146364.0,1793.0
44857,INTERNATIONAL,Kannur,1147608.0,1056.0
44794,EDUCATION,Kota,1189620.0,2061.0
44884,RESTRAUNT,Jaipur,490740.0,839.0
44735,RETAIL,Madurai,709932.0,1876.0
44606,INVESTMENTS,Trichy,388913.0,1681.0
44685,PUBLIC,Betul,541663.0,1735.0
44863,INTERNATIONAL,Bikaner,963688.0,505.0
44811,MEDICAL,Daman,730615.0,1759.0
44634,EDUCATION,Ludhiana,497614.0,2330.0
44854,PUBLIC,Indore,478269.0,442.0
44900,INVESTMENTS,Bokaro,833050.0,2357.0
44785,INTERNATIONAL,Kota,1047965.0,1068.0
44761,EDUCATION,Buxar,332372.0,886.0
44617,MEDICAL,Varanasi,917234.0,1097.0
44638,MEDICAL,Lunglei,889438.0,1596.0
44629,MEDICAL,Kolkata,714481.0,1810.0
44765,PUBLIC,Kolkata,955532.0,861.0
44847,INTERNATIONAL,Varanasi,925311.0,2098.0
44724,RESTRAUNT,Srinagar,696292.0,1606.0
44786,MEDICAL,Bhuj,419052.0,1708.0
44807,RESTRAUNT,Ahmedabad,314149.0,477.0
44824,EDUCATION,Pune,838225.0,1256.0
44926,RESTRAUNT,Durg,609727.0,2547.0
44747,MEDICAL,Durg,301229.0,2138.0
44714,MEDICAL,Ahmedabad,1162968.0,1704.0
44778,RETAIL,Ludhiana,624635.0,969.0
44861,MEDICAL,Amritsar,559966.0,2340.0
44898,PUBLIC,Kanpur,697567.0,905.0
44570,RESTRAUNT,Trichy,302164.0,1203.0
44762,RESTRAUNT,Tirumala,1135760.0,2149.0
44746,RESTRAUNT,Daman,1102829.0,2359.0
44714,EDUCATION,Kannur,844900.0,1437.0
44583,EDUCATION,Bikaner,874470.0,1494.0
44620,INVESTMENTS,Ranchi,826038.0,2508.0
44636,RESTRAUNT,Jaipur,594203.0,1453.0
44648,EDUCATION,Buxar,653104.0,525.0
44799,INTERNATIONAL,Indore,824103.0,594.0
44833,RESTRAUNT,Mathura,897011.0,1300.0
44834,RETAIL,Betul,1180928.0,2298.0
44790,RETAIL,Amritsar,363329.0,2505.0
44596,INTERNATIONAL,Betul,523911.0,694.0
44723,RETAIL,Betul,833462.0,894.0
44618,INVESTMENTS,Tirumala,921950.0,907.0
44686,INTERNATIONAL,Kullu,318597.0,2448.0
44776,MEDICAL,Bidar,735466.0,1208.0
44594,RESTRAUNT,Kannur,1181198.0,1658.0
44919,RESTRAUNT,Bidar,523450.0,902.0
44603,MEDICAL,Varanasi,835390.0,1982.0
44854,INVESTMENTS,Bombay,479774.0,1897.0
44659,PUBLIC,Ranchi,861515.0,1651.0
44856,MEDICAL,Tirumala,979777.0,1209.0
44823,INTERNATIONAL,Bidar,909874.0,651.0
44647,RESTRAUNT,Kochin,1176307.0,780.0
44594,INTERNATIONAL,Surat,714260.0,1954.0
44672,EDUCATION,Vellore,418275.0,2219.0
44628,RESTRAUNT,Durg,794144.0,2326.0
44806,PUBLIC,Akola,826514.0,1574.0
44608,PUBLIC,Kolkata,785871.0,1211.0
44861,RETAIL,Banglore,332779.0,838.0
44925,EDUCATION,Surat,694945.0,2446.0
44806,INTERNATIONAL,Mon,953479.0,2516.0
44898,RETAIL,Betul,909030.0,2495.0
44615,INVESTMENTS,Mon,565115.0,1537.0
44696,INVESTMENTS,Lucknow,304626.0,2021.0
44743,INVESTMENTS,Bhopal,350015.0,1573.0
44733,EDUCATION,Kannur,777641.0,1378.0
44791,EDUCATION,Lunglei,782841.0,2492.0
44826,INTERNATIONAL,Kota,569058.0,535.0
44800,RESTRAUNT,Madurai,1127419.0,1999.0
44670,INVESTMENTS,Konark,1095122.0,414.0
44847,RETAIL,Banglore,1156445.0,1257.0
44627,EDUCATION,Ahmedabad,1012382.0,1146.0
44642,RESTRAUNT,Betul,519693.0,672.0
44726,MEDICAL,Mathura,781991.0,598.0
44594,PUBLIC,Trichy,725922.0,2340.0
44795,INTERNATIONAL,Betul,521325.0,473.0
44733,RESTRAUNT,Ranchi,308115.0,407.0
44679,MEDICAL,Ahmedabad,361184.0,2157.0
44796,INVESTMENTS,Trichy,661054.0,1767.0
44593,RESTRAUNT,Goa,1150282.0,1212.0
44924,MEDICAL,Srinagar,513107.0,1059.0
44800,INVESTMENTS,Madurai,323798.0,2163.0
44584,INVESTMENTS,Tirumala,609987.0,482.0
44899,RESTRAUNT,Delhi,667179.0,665.0
44647,EDUCATION,Konark,1056932.0,1873.0
44758,INVESTMENTS,Lucknow,817541.0,1648.0
44650,INTERNATIONAL,Banglore,990698.0,1215.0
44844,MEDICAL,Doda,892532.0,757.0
44599,RETAIL,Bhind,666121.0,903.0
44734,RESTRAUNT,Banglore,827452.0,1683.0
44774,MEDICAL,Patiala,1166487.0,1078.0
44709,INVESTMENTS,Ranchi,626101.0,2040.0
44808,MEDICAL,Betul,780883.0,1691.0
44705,RESTRAUNT,Kullu,958440.0,2269.0
44742,MEDICAL,Bikaner,971553.0,2009.0
44728,INVESTMENTS,Surat,787642.0,1322.0
44839,INVESTMENTS,Daman,342033.0,1850.0
44763,EDUCATION,Ambala,703893.0,1457.0
44683,EDUCATION,Delhi,835687.0,1628.0
44634,EDUCATION,Mon,803433.0,1393.0
44821,RESTRAUNT,Srinagar,501939.0,881.0
44562,RETAIL,Ajmer,726741.0,522.0
44829,EDUCATION,Patiala,742710.0,2220.0
44756,MEDICAL,Konark,318116.0,466.0
44708,INTERNATIONAL,Ahmedabad,315939.0,695.0
44907,MEDICAL,Kolkata,1096636.0,1823.0
44680,EDUCATION,Banglore,668703.0,2046.0
44654,MEDICAL,Kochin,1022700.0,2536.0
44623,RESTRAUNT,Buxar,1040323.0,1447.0
44568,EDUCATION,Buxar,394393.0,738.0
44633,PUBLIC,Konark,908238.0,1486.0
44719,INTERNATIONAL,Varanasi,330978.0,2211.0
44671,INVESTMENTS,Patiala,1015272.0,1253.0
44641,INVESTMENTS,Doda,720507.0,850.0
44854,RETAIL,Ludhiana,1189800.0,1741.0
44795,RETAIL,Patiala,497563.0,2454.0
44613,MEDICAL,Ajmer,679400.0,1972.0
44891,MEDICAL,Lucknow,1194766.0,804.0
44881,INTERNATIONAL,Banglore,336811.0,2162.0
44848,RETAIL,Kanpur,687211.0,2353.0
44793,INTERNATIONAL,Kannur,965463.0,1130.0
44664,INVESTMENTS,Amritsar,562085.0,1273.0
44582,EDUCATION,Goa,1182714.0,1340.0
44756,INVESTMENTS,Ajmer,1193126.0,2279.0
44768,PUBLIC,Kannur,1139324.0,889.0
44567,RETAIL,Daman,902622.0,1032.0
44902,RETAIL,Kullu,1159474.0,1229.0
44582,EDUCATION,Bombay,873870.0,1479.0
44895,MEDICAL,Akola,417366.0,1430.0
44878,RETAIL,Patiala,796783.0,950.0
44568,PUBLIC,Mathura,502741.0,646.0
44919,EDUCATION,Bikaner,1158474.0,2196.0
44644,RETAIL,Vellore,311715.0,1897.0
44767,INVESTMENTS,Kanpur,415528.0,2207.0
44795,INTERNATIONAL,Doda,524893.0,841.0
44614,INVESTMENTS,Vellore,793268.0,1016.0
44764,PUBLIC,Trichy,656782.0,868.0
44629,INVESTMENTS,Kolkata,1010251.0,2061.0
44907,EDUCATION,Kolkata,686023.0,2290.0
44692,RETAIL,Amritsar,604763.0,1239.0
44829,RETAIL,Jaipur,523209.0,2300.0
44756,PUBLIC,Daman,850618.0,1195.0
44868,INVESTMENTS,Bokaro,618566.0,1132.0
44719,PUBLIC,Delhi,655057.0,1470.0
44782,PUBLIC,Trichy,1086609.0,2138.0
44764,EDUCATION,Kota,1191436.0,2239.0
44615,INVESTMENTS,Kullu,728361.0,1592.0
44697,MEDICAL,Ahmedabad,504778.0,1778.0
44737,RESTRAUNT,Hyderabad,395386.0,2097.0
44640,PUBLIC,Patiala,1185255.0,1180.0
44650,INTERNATIONAL,Betul,833962.0,2507.0
44600,PUBLIC,Bokaro,346044.0,1484.0
44616,EDUCATION,Kolkata,1195256.0,2329.0
44924,EDUCATION,Varanasi,456036.0,1951.0
44893,RESTRAUNT,Akola,1041436.0,829.0
44919,EDUCATION,Patiala,1060041.0,1433.0
44726,INTERNATIONAL,Mathura,1145827.0,2512.0
44814,RESTRAUNT,Bhopal,1127331.0,769.0
44737,INVESTMENTS,Bhopal,835704.0,1906.0
44670,INVESTMENTS,Ludhiana,327925.0,2049.0
44708,INVESTMENTS,Konark,466674.0,2242.0
44627,MEDICAL,Konark,458912.0,1595.0
44788,EDUCATION,Delhi,459527.0,1764.0
44747,MEDICAL,Daman,697286.0,2538.0
44701,RESTRAUNT,Betul,695328.0,451.0
44606,RETAIL,Banglore,817093.0,908.0
44765,EDUCATION,Mon,738143.0,2358.0
44849,PUBLIC,Surat,368061.0,1012.0
44774,RESTRAUNT,Ajmer,431107.0,427.0
44655,RETAIL,Jaipur,499277.0,1264.0
44639,RETAIL,Daman,550859.0,438.0
44732,PUBLIC,Daman,706638.0,690.0
44898,RESTRAUNT,Amritsar,1084474.0,2537.0
44717,INTERNATIONAL,Goa,561074.0,954.0
44659,INTERNATIONAL,Banglore,1109699.0,1302.0
44813,INVESTMENTS,Akola,315483.0,514.0
44687,PUBLIC,Bhind,537819.0,1621.0
44801,EDUCATION,Bidar,1151053.0,929.0
44890,MEDICAL,Durg,1116541.0,1543.0
44734,RESTRAUNT,Ludhiana,916756.0,1326.0
44819,PUBLIC,Patiala,342672.0,1686.0
44644,EDUCATION,Trichy,379339.0,1044.0
44897,RETAIL,Kanpur,521489.0,2141.0
44902,INVESTMENTS,Surat,1149108.0,1425.0
44628,RETAIL,Lunglei,1196596.0,1616.0
44840,MEDICAL,Ranchi,1110098.0,1376.0
44668,EDUCATION,Hyderabad,793189.0,2125.0
44608,RESTRAUNT,Ambala,465760.0,1120.0
44924,INTERNATIONAL,Ludhiana,994054.0,923.0
44910,RESTRAUNT,Bhopal,456619.0,1258.0
44800,EDUCATION,Ambala,833586.0,1190.0
44795,INVESTMENTS,Betul,838847.0,2179.0
44907,MEDICAL,Varanasi,803172.0,1351.0
44595,RESTRAUNT,Buxar,764200.0,1151.0
44800,INTERNATIONAL,Indore,780417.0,1220.0
44697,RESTRAUNT,Lunglei,625799.0,680.0
44685,RETAIL,Lucknow,635240.0,2203.0
44615,PUBLIC,Kannur,746349.0,1921.0
44883,RESTRAUNT,Ahmedabad,1062787.0,972.0
44705,INVESTMENTS,Bhuj,1026196.0,2101.0
44676,INVESTMENTS,Trichy,859473.0,1084.0
44823,EDUCATION,Kannur,774936.0,1602.0
44765,RETAIL,Bidar,553117.0,1694.0
44855,RESTRAUNT,Patiala,703032.0,2275.0
44727,RESTRAUNT,Bokaro,1118529.0,1141.0
44869,RETAIL,Kochin,434391.0,803.0
44589,INVESTMENTS,Surat,581421.0,620.0
44795,INVESTMENTS,Lunglei,581785.0,1714.0
44565,RETAIL,Banglore,381136.0,1633.0
44854,RESTRAUNT,Ranchi,705869.0,1797.0
44821,INTERNATIONAL,Buxar,919030.0,1160.0
44825,RESTRAUNT,Konark,568398.0,1172.0
44810,PUBLIC,Vellore,534474.0,943.0
44680,RESTRAUNT,Indore,331930.0,1349.0
44791,INVESTMENTS,Akola,834120.0,656.0
44737,PUBLIC,Ajmer,979318.0,683.0
44685,EDUCATION,Kolkata,781464.0,539.0
44708,PUBLIC,Kullu,1095721.0,1038.0
44651,EDUCATION,Lucknow,718344.0,1054.0
44724,PUBLIC,Varanasi,493900.0,963.0
44901,RETAIL,Bombay,871193.0,1609.0
44614,INTERNATIONAL,Ludhiana,736538.0,978.0
44833,RESTRAUNT,Kannur,1059115.0,1933.0
44797,PUBLIC,Buxar,1144541.0,2521.0
44825,RESTRAUNT,Trichy,946691.0,685.0
44655,MEDICAL,Ara,1133566.0,1196.0
44591,RETAIL,Ambala,789058.0,1250.0
44903,MEDICAL,Bhind,743327.0,618.0
44581,RETAIL,Bhind,350616.0,1782.0
44861,MEDICAL,Banglore,896796.0,2351.0
44583,INTERNATIONAL,Ambala,1006359.0,2126.0
44600,RESTRAUNT,Kannur,650817.0,828.0
44786,INVESTMENTS,Lucknow,530108.0,610.0
44616,PUBLIC,Betul,1070305.0,1595.0
44843,PUBLIC,Ludhiana,388942.0,1111.0
44655,PUBLIC,Ambala,1073621.0,1150.0
44679,EDUCATION,Bikaner,502757.0,2388.0
44875,INTERNATIONAL,Lunglei,929018.0,441.0
44576,MEDICAL,Ahmedabad,367631.0,1071.0
44614,PUBLIC,Surat,974975.0,1295.0
44711,PUBLIC,Bombay,859494.0,1118.0
44883,RETAIL,Varanasi,645505.0,1654.0
44610,RESTRAUNT,Bidar,673922.0,781.0
44793,EDUCATION,Vellore,1125806.0,1645.0
44603,INVESTMENTS,Banglore,1159341.0,2418.0
44847,RETAIL,Betul,955704.0,1065.0
44716,INTERNATIONAL,Konark,834717.0,1069.0
44836,EDUCATION,Doda,1044768.0,1737.0
44860,RESTRAUNT,Ranchi,936009.0,1116.0
44920,RESTRAUNT,Lucknow,1157534.0,2278.0
44654,INTERNATIONAL,Ara,1073182.0,1741.0
44576,MEDICAL,Akola,450382.0,1839.0
44719,INTERNATIONAL,Kanpur,548750.0,2070.0
44586,EDUCATION,Ambala,1090967.0,403.0
44623,INVESTMENTS,Durg,910785.0,671.0
44789,RESTRAUNT,Akola,302540.0,2527.0
44706,EDUCATION,Vellore,409877.0,2484.0
44924,PUBLIC,Bombay,483450.0,2277.0
44919,INTERNATIONAL,Akola,316583.0,858.0
44821,INTERNATIONAL,Durg,627996.0,2379.0
44779,PUBLIC,Kullu,722839.0,1182.0
44839,MEDICAL,Konark,765781.0,1926.0
44678,RESTRAUNT,Goa,886815.0,909.0
44690,PUBLIC,Kanpur,1083292.0,1806.0
44740,MEDICAL,Lucknow,862114.0,1173.0
44689,MEDICAL,Madurai,453751.0,2054.0
44696,RETAIL,Bombay,1133297.0,1398.0
44783,PUBLIC,Banglore,1129232.0,712.0
44628,PUBLIC,Konark,603696.0,663.0
44772,PUBLIC,Ajmer,511470.0,1294.0
44617,RETAIL,Pune,941141.0,2095.0
44810,RESTRAUNT,Kochin,763000.0,1954.0
44840,EDUCATION,Mon,1160443.0,1623.0
44805,PUBLIC,Ambala,827707.0,595.0
44789,EDUCATION,Trichy,727747.0,2338.0
44575,RETAIL,Kanpur,912952.0,2540.0
44704,PUBLIC,Durg,1118298.0,1816.0
44864,INTERNATIONAL,Ambala,468983.0,1428.0
44858,EDUCATION,Delhi,693908.0,1074.0
44594,INTERNATIONAL,Surat,567171.0,2188.0
44732,INVESTMENTS,Varanasi,1119961.0,2058.0
44860,PUBLIC,Srinagar,903605.0,1812.0
44775,MEDICAL,Hyderabad,368777.0,2023.0
44796,EDUCATION,Ambala,668518.0,819.0
44674,RESTRAUNT,Bidar,706598.0,978.0
44874,PUBLIC,Ajmer,451692.0,1179.0
44717,RETAIL,Ludhiana,717007.0,1146.0
44745,RETAIL,Kanpur,299751.0,927.0
44748,INTERNATIONAL,Madurai,775350.0,929.0
44785,EDUCATION,Betul,655573.0,2322.0
44705,MEDICAL,Kolkata,1175933.0,851.0
44786,RETAIL,Indore,984682.0,452.0
44825,MEDICAL,Lucknow,493464.0,1884.0
44573,INTERNATIONAL,Kannur,925171.0,1778.0
44889,EDUCATION,Ajmer,1123022.0,1809.0
44624,INVESTMENTS,Vellore,620317.0,797.0
44739,RETAIL,Bhuj,777437.0,1318.0
44925,EDUCATION,Kota,334574.0,990.0
44823,RETAIL,Bhuj,932441.0,1280.0
44583,RESTRAUNT,Kullu,1062931.0,1943.0
44743,EDUCATION,Bhuj,837109.0,2482.0
44696,RESTRAUNT,Bhopal,436635.0,1524.0
44835,EDUCATION,Ranchi,734566.0,2214.0
44888,RESTRAUNT,Srinagar,662605.0,1274.0
44600,INVESTMENTS,Ludhiana,449223.0,2314.0
44879,MEDICAL,Varanasi,1010592.0,867.0
44760,EDUCATION,Konark,400807.0,1186.0
44804,RESTRAUNT,Doda,320026.0,1975.0
44744,RESTRAUNT,Ara,1189124.0,1938.0
44918,RETAIL,Ambala,845141.0,1393.0
