issue_id,row_id,column_name,issue_type,current_value,suggested_value,confidence,severity,reason,can_auto_fix
d659d8b1-ccc8-4454-a0b0-0de3db534ace,I204979,shopping_mall,anomaly,Istinye Park,Emaar Square Mall,0.0188,high,Column 'shopping_mall' deviates from similar normal records.,True
80145b80-4d87-4a10-9828-dab7529e8288,I260525,shopping_mall,anomaly,Emaar Square Mall,Kanyon,0.0699,high,Column 'shopping_mall' deviates from similar normal records.,True
86da7099-b017-4f28-a246-30d3310214d8,I195567,age_group,anomaly,56_plus,26_35,0.0996,high,Column 'age_group' deviates from similar normal records.,True
b4170582-b969-47be-8f91-681e6159ccfa,I297270,shopping_mall,anomaly,Metropol AVM,Cevahir AVM,0.0312,high,Column 'shopping_mall' deviates from similar normal records.,True
80742b6c-bd4c-438b-95e7-ba5cc2f3bccd,I293215,category,anomaly,Cosmetics,Food & Beverage,0.0729,high,Column 'category' deviates from similar normal records.,True
fdb13c4a-deb9-4cfa-93ef-71863bffd907,I134452,shopping_mall,anomaly,Forum Istanbul,Emaar Square Mall,0.0728,high,Column 'shopping_mall' deviates from similar normal records.,True
14d7d106-7bc5-4bc8-bfa1-0df7376d4212,I202171,gender,anomaly,Male,Female,0.082,high,Column 'gender' deviates from similar normal records.,True
30ccfab6-4cc3-465c-a596-1877fbbedafd,I304531,shopping_mall,anomaly,Metropol AVM,Mall of Istanbul,0.0556,high,Column 'shopping_mall' deviates from similar normal records.,True
e4850838-4119-45bc-87b4-ae0c72c496df,I134126,payment_method,anomaly,Debit Card,Credit Card,0.0016,high,Column 'payment_method' deviates from similar normal records.,True
fb2c9aae-45d6-4c3e-a145-bb36b37488fc,I222086,shopping_mall,anomaly,Emaar Square Mall,Mall of Istanbul,0.0385,high,Column 'shopping_mall' deviates from similar normal records.,True
9e5ef0ed-4f74-4453-882b-c1c7062ea625,I170160,category,anomaly,Toys,Cosmetics,0.0492,high,Column 'category' deviates from similar normal records.,True
a51b56f1-0557-4186-986e-b0bbd0bed493,I170160,shopping_mall,anomaly,Metrocity,Mall of Istanbul,0.0492,high,Column 'shopping_mall' deviates from similar normal records.,True
6aac5a26-e651-4d93-846e-27ff87f06aef,I278401,category,anomaly,Toys,Clothing,0.1071,high,Column 'category' deviates from similar normal records.,True
46b0668f-7c38-4397-9e76-8090016d725c,I278401,payment_method,anomaly,Debit Card,Credit Card,0.1071,high,Column 'payment_method' deviates from similar normal records.,True
62c3d0a7-d5db-4f95-9009-fb65f4791084,I402966,gender,anomaly,Male,Male,0.0321,high,Column 'gender' deviates from similar normal records.,True
8c569ff8-a378-4ea6-8550-4a0c667d37ab,I402966,shopping_mall,anomaly,Viaport Outlet,Mall of Istanbul,0.0321,high,Column 'shopping_mall' deviates from similar normal records.,True
f6b2cdd4-f934-46a8-9ea8-347ffa59aeaa,I179048,gender,anomaly,Female,Male,0.0114,high,Column 'gender' deviates from similar normal records.,True
70b0ef47-615e-49aa-aa35-e234f66b42ae,I179048,payment_method,anomaly,Debit Card,Cash,0.0114,high,Column 'payment_method' deviates from similar normal records.,True
2e1833d8-f47f-4d7d-88fc-0832fe5840a6,I179048,shopping_mall,anomaly,Cevahir AVM,Forum Istanbul,0.0114,high,Column 'shopping_mall' deviates from similar normal records.,True
34c971fd-8c16-4f80-b547-80aead070b62,I310819,shopping_mall,anomaly,Forum Istanbul,Forum Istanbul,0.0608,high,Column 'shopping_mall' deviates from similar normal records.,True
d85d540c-010b-42d5-b089-3663a3405bbd,I156233,shopping_mall,anomaly,Mall of Istanbul,Cevahir AVM,0.0176,high,Column 'shopping_mall' deviates from similar normal records.,True
aa209301-c587-477b-a846-589fcbce25f2,I229355,gender,anomaly,Male,Male,0.0033,high,Column 'gender' deviates from similar normal records.,True
cc4631dc-a12f-4d94-b0be-c3c01d6fe89f,I229355,age,anomaly,28,,0.0033,medium,Column 'age' deviates from similar normal records.,False
5e3d542c-2c51-445c-8b11-fe3e57ceb3a4,I229355,payment_method,anomaly,Credit Card,Debit Card,0.0033,high,Column 'payment_method' deviates from similar normal records.,True
03bbf5c3-fbb5-41a5-b0c3-922eebc7b153,I229355,day_of_week,anomaly,5,,0.0033,medium,Column 'day_of_week' deviates from similar normal records.,False
db123ad0-74a0-4969-afa1-a8745f1d8ffb,I291540,payment_method,anomaly,Debit Card,Credit Card,0.1337,high,Column 'payment_method' deviates from similar normal records.,True
9d5f8b8a-aa41-4012-b794-4078ef1a5a95,I402983,payment_method,anomaly,Debit Card,Cash,0.1564,high,Column 'payment_method' deviates from similar normal records.,True
17f0e33a-abe5-43d1-b555-57d612957aa0,I402983,shopping_mall,anomaly,Kanyon,Istinye Park,0.1564,high,Column 'shopping_mall' deviates from similar normal records.,True
51562eae-7ac7-4cdb-bcce-84ade346401f,I402983,age_group,anomaly,26_35,36_45,0.1564,medium,Column 'age_group' deviates from similar normal records.,True
b21009e5-2cbb-4a3d-97ed-31d3eedb9e5a,I198698,shopping_mall,anomaly,Metropol AVM,Istinye Park,0.2,high,Column 'shopping_mall' deviates from similar normal records.,True
faaa8462-a45f-4fb9-8de3-fb3b79ff0da5,I818298,payment_method,anomaly,Debit Card,Credit Card,0.1125,high,Column 'payment_method' deviates from similar normal records.,True
96cf76b9-f5d7-48cc-a6d3-13489ce9db10,I818298,shopping_mall,anomaly,Kanyon,Mall of Istanbul,0.1125,high,Column 'shopping_mall' deviates from similar normal records.,True
b57a374f-70c4-4753-8834-948308a9423e,I224565,shopping_mall,anomaly,Emaar Square Mall,Kanyon,0.041,high,Column 'shopping_mall' deviates from similar normal records.,True
75b226fa-0f30-4b86-9d2f-c7a9dcc92f9c,I115679,shopping_mall,anomaly,Kanyon,Kanyon,0.0169,high,Column 'shopping_mall' deviates from similar normal records.,True
fff8b794-afc3-4113-91d4-a61e6849b997,I119142,payment_method,anomaly,Debit Card,Credit Card,0.0016,high,Column 'payment_method' deviates from similar normal records.,True
c096d7fa-8b86-470c-be22-34df6af3d51a,I119142,shopping_mall,anomaly,Cevahir AVM,Metrocity,0.0016,high,Column 'shopping_mall' deviates from similar normal records.,True
946bf33a-d8b7-4ced-b41c-5d92733bac02,I339496,shopping_mall,anomaly,Metropol AVM,Mall of Istanbul,0.037,high,Column 'shopping_mall' deviates from similar normal records.,True
5f102ef4-a5c2-430f-a243-692e60e80594,I279688,shopping_mall,anomaly,Cevahir AVM,Cevahir AVM,0.0168,high,Column 'shopping_mall' deviates from similar normal records.,True
0be94da4-c54a-40a4-96b4-c33a19ffd388,I436935,shopping_mall,anomaly,Istinye Park,Kanyon,0.0344,high,Column 'shopping_mall' deviates from similar normal records.,True
d5bc03dc-5e49-4abf-87a0-e052c3393c08,I162719,gender,anomaly,Male,Female,0.0744,high,Column 'gender' deviates from similar normal records.,True
3ab8bff6-8bad-4dfa-87a8-883a806d179d,I162719,shopping_mall,anomaly,Emaar Square Mall,Kanyon,0.0744,high,Column 'shopping_mall' deviates from similar normal records.,True
35ed4759-e65c-4913-96ea-f9334b18a45c,I252528,payment_method,anomaly,Debit Card,Cash,0.0128,high,Column 'payment_method' deviates from similar normal records.,True
6535ce13-e156-4e08-b590-7eff6851146a,I252528,shopping_mall,anomaly,Cevahir AVM,Cevahir AVM,0.0128,high,Column 'shopping_mall' deviates from similar normal records.,True
96fcea27-8e98-4ee4-b367-9f35704566fe,I258204,shopping_mall,anomaly,Emaar Square Mall,Kanyon,0.0385,high,Column 'shopping_mall' deviates from similar normal records.,True
34e1ec14-11a9-46ce-816c-474ecaf2cb47,I319997,age_group,anomaly,26_35,18_25,0.0495,medium,Column 'age_group' deviates from similar normal records.,True
ba3f1060-981e-42a9-97d7-e6f5cbae5f43,I338302,shopping_mall,anomaly,Viaport Outlet,Kanyon,0.0606,high,Column 'shopping_mall' deviates from similar normal records.,True
2bd48e07-7223-4151-8052-39d884b44505,I283774,category,anomaly,Toys,Clothing,0.1399,high,Column 'category' deviates from similar normal records.,True
969e286d-5498-4106-9ff6-7f96e9c55423,I283774,payment_method,anomaly,Debit Card,Credit Card,0.1399,high,Column 'payment_method' deviates from similar normal records.,True
c14507f0-cc8f-49ac-91f8-92bad861da57,I283774,quantity_band,anomaly,single,small,0.1399,high,Column 'quantity_band' deviates from similar normal records.,True
4e1f8902-96f6-45d6-b7ea-c602e7323b12,I212305,shopping_mall,anomaly,Emaar Square Mall,Metropol AVM,0.062,high,Column 'shopping_mall' deviates from similar normal records.,True
46ce9593-faaa-4b30-b6e3-2f581cb6eab4,I103389,age,anomaly,19,,0.0537,medium,Column 'age' deviates from similar normal records.,False
303e249e-3498-437d-8576-8ce4aebc9946,I115322,shopping_mall,anomaly,Forum Istanbul,Mall of Istanbul,0.0741,high,Column 'shopping_mall' deviates from similar normal records.,True
570b39c3-11d8-419b-bd92-6258b1ebc55a,I127616,price,anomaly,75.75,,0.1121,medium,Column 'price' deviates from similar normal records.,False
629e64cd-8880-41aa-9808-8c3edbeea485,I127616,day_of_week,anomaly,6,,0.1121,medium,Column 'day_of_week' deviates from similar normal records.,False
b58194b0-995a-4dc7-8a9c-95ddf21e2512,I134272,shopping_mall,anomaly,Metropol AVM,Kanyon,0.0135,high,Column 'shopping_mall' deviates from similar normal records.,True
2724ea9f-e95f-4c65-b793-a99d100d5522,I230701,shopping_mall,anomaly,Emaar Square Mall,Mall of Istanbul,0.0306,high,Column 'shopping_mall' deviates from similar normal records.,True
ba0be948-dc25-4633-af67-8291b81ea4e5,I251307,category,anomaly,Shoes,Clothing,0.0563,high,Column 'category' deviates from similar normal records.,True
25e1f626-d59a-4f75-a98b-1731291ac853,I117277,shopping_mall,anomaly,Istinye Park,Cevahir AVM,0.0556,high,Column 'shopping_mall' deviates from similar normal records.,True
a18e208b-e73f-4507-9222-45826d9d3a9d,I258931,shopping_mall,anomaly,Emaar Square Mall,Metropol AVM,0.0304,high,Column 'shopping_mall' deviates from similar normal records.,True
a4232082-12f7-4693-af0f-26202b7591a6,I325555,shopping_mall,anomaly,Metrocity,Emaar Square Mall,0.0241,high,Column 'shopping_mall' deviates from similar normal records.,True
825b5ce9-1c24-43ec-8788-393a1a971776,I325555,invoice_day,anomaly,30,,0.0241,medium,Column 'invoice_day' deviates from similar normal records.,False
99c5d81f-410d-428f-b1fb-ad5035e36297,I271714,shopping_mall,anomaly,Emaar Square Mall,Mall of Istanbul,0.007,high,Column 'shopping_mall' deviates from similar normal records.,True
7321f320-8082-4c3b-9f3a-ba55be30333c,I205336,shopping_mall,anomaly,Istinye Park,Metrocity,0.0141,high,Column 'shopping_mall' deviates from similar normal records.,True
30b25beb-265b-4c4a-9fba-4fc65a757720,I159355,shopping_mall,anomaly,Metropol AVM,Kanyon,0.0059,high,Column 'shopping_mall' deviates from similar normal records.,True
82841f0a-ac41-425f-9b1e-4b883e35cda0,I318625,shopping_mall,anomaly,Zorlu Center,Metrocity,0.027,high,Column 'shopping_mall' deviates from similar normal records.,True
500c2f4c-45ca-4224-95a5-9922afa9eb20,I254721,gender,anomaly,Male,Female,0.0286,high,Column 'gender' deviates from similar normal records.,True
0a54cc4c-6232-4f6b-ad7f-6171461aa5a0,I169684,shopping_mall,anomaly,Zorlu Center,Istinye Park,0.0738,high,Column 'shopping_mall' deviates from similar normal records.,True
76b72b76-de68-4af5-86c1-1547174e5561,I190006,payment_method,anomaly,Debit Card,Cash,0.0027,high,Column 'payment_method' deviates from similar normal records.,True
60ad6c9b-876e-486e-8cef-67a122c27f36,I135098,gender,anomaly,Male,Female,0.0006,high,Column 'gender' deviates from similar normal records.,True
65b81f62-206b-41cd-850b-1c08c40845bf,I188382,shopping_mall,anomaly,Emaar Square Mall,Kanyon,0.0091,high,Column 'shopping_mall' deviates from similar normal records.,True
7e6ab49c-c1f3-43a6-a6c7-fb5e6a7f684f,I929854,category,anomaly,Shoes,Clothing,0.1002,high,Column 'category' deviates from similar normal records.,True
ca7a17b5-bb74-4c97-8381-1b95dbca5b61,I929854,invoice_month,anomaly,1,,0.1002,medium,Column 'invoice_month' deviates from similar normal records.,False
90f5f575-6fa0-4bd3-87fa-0f5ab3fc2326,I268823,payment_method,anomaly,Debit Card,Cash,0.09,high,Column 'payment_method' deviates from similar normal records.,True
32fa1a1f-f922-470f-a4e1-90b22d196ec8,I268823,shopping_mall,anomaly,Istinye Park,Mall of Istanbul,0.09,high,Column 'shopping_mall' deviates from similar normal records.,True
69503050-0c5c-464f-b091-d3532cc181d5,I863565,shopping_mall,anomaly,Viaport Outlet,Mall of Istanbul,0.0897,high,Column 'shopping_mall' deviates from similar normal records.,True
9d4e20d4-4996-46b3-9f56-46fcf1096e8f,I810580,age,anomaly,18,,0.1107,medium,Column 'age' deviates from similar normal records.,False
9a232c77-f552-4b69-bc8f-bda990af5ca0,I810580,payment_method,anomaly,Debit Card,Credit Card,0.1107,high,Column 'payment_method' deviates from similar normal records.,True
571e12f6-71e1-4d0e-b067-eacdd9120b28,I528108,payment_method,anomaly,Debit Card,Cash,0.1576,high,Column 'payment_method' deviates from similar normal records.,True
acbb555e-8d25-482d-b294-67fbd73b03ea,I551504,shopping_mall,anomaly,Zorlu Center,Metrocity,0.0175,high,Column 'shopping_mall' deviates from similar normal records.,True
9c4c67ac-750f-4232-9464-4fae1e252c54,I722991,shopping_mall,anomaly,Zorlu Center,Kanyon,0.0115,high,Column 'shopping_mall' deviates from similar normal records.,True
6eb3f8bd-acb7-4491-9a24-a9a04126a251,I126253,shopping_mall,anomaly,Metrocity,Mall of Istanbul,0.068,high,Column 'shopping_mall' deviates from similar normal records.,True
281d7770-4083-4b1e-ab03-04dd245b5709,I140825,payment_method,anomaly,Debit Card,Cash,0.0494,high,Column 'payment_method' deviates from similar normal records.,True
769e70ef-c66e-4b6b-ae7b-c2b4954b379d,I528396,day_of_week,anomaly,0,,0.0303,medium,Column 'day_of_week' deviates from similar normal records.,False
af33f895-44c0-4aca-ac60-c1630188d2fb,I307337,payment_method,anomaly,Debit Card,Cash,0.0699,high,Column 'payment_method' deviates from similar normal records.,True
45dc520b-a42e-4e30-9a93-17be1a8045c1,I307337,shopping_mall,anomaly,Metropol AVM,Istinye Park,0.0699,high,Column 'shopping_mall' deviates from similar normal records.,True
cc41a96f-2e10-4603-aa31-86ac545dda8f,I125636,age,anomaly,68,,0.068,medium,Column 'age' deviates from similar normal records.,False
2aa5b313-0e81-4567-8cca-5e573b76268b,I125636,category,anomaly,Books,Food & Beverage,0.068,high,Column 'category' deviates from similar normal records.,True
304b959e-dc6a-42b9-a8f1-c3ed17509626,I125636,payment_method,anomaly,Debit Card,Debit Card,0.068,high,Column 'payment_method' deviates from similar normal records.,True
4b6322da-4574-42ad-8528-fc51b99fe165,I262240,shopping_mall,anomaly,Mall of Istanbul,Metrocity,0.0079,high,Column 'shopping_mall' deviates from similar normal records.,True
ce67e0ca-d85d-441d-a35e-a9915e77081f,I846448,payment_method,anomaly,Debit Card,Cash,0.0694,high,Column 'payment_method' deviates from similar normal records.,True
a85900a9-7f6a-4eea-8b97-5cc61cbac139,I846448,shopping_mall,anomaly,Emaar Square Mall,Kanyon,0.0694,high,Column 'shopping_mall' deviates from similar normal records.,True
3a69befd-2657-4817-8c94-10be906b8990,I701994,category,anomaly,Food & Beverage,Clothing,0.043,high,Column 'category' deviates from similar normal records.,True
48369461-e095-48d6-bc75-9be6c8c00336,I165932,payment_method,anomaly,Credit Card,Cash,0.0539,high,Column 'payment_method' deviates from similar normal records.,True
9cf4df1a-044e-452a-827a-76086cb7db8e,I165932,shopping_mall,anomaly,Cevahir AVM,Mall of Istanbul,0.0539,high,Column 'shopping_mall' deviates from similar normal records.,True
27b15918-84d5-4e9c-9430-cb50e7ddc0ec,I165932,price_deviation_from_category,anomaly,7.105427357601002e-15,,0.0539,medium,Column 'price_deviation_from_category' deviates from similar normal records.,False
ab3be347-6670-4489-ac6d-9906fc114dc5,I248527,shopping_mall,anomaly,Viaport Outlet,Metrocity,0.0256,high,Column 'shopping_mall' deviates from similar normal records.,True
aa3bcf4c-7639-4f9e-8b07-b47fb67dbb61,I335770,gender,anomaly,Male,Female,0.0702,high,Column 'gender' deviates from similar normal records.,True
53c9bd82-4c35-47e6-b520-80b163babdf9,I301307,payment_method,anomaly,Debit Card,Cash,0.0096,high,Column 'payment_method' deviates from similar normal records.,True
3d5ce2e9-9b03-4840-ace5-698b84975ec1,I301307,age_group,anomaly,36_45,18_25,0.0096,high,Column 'age_group' deviates from similar normal records.,True
24bc0cac-38a8-448c-a641-0b5cd851c13a,I223697,gender,anomaly,Male,Female,0.0099,high,Column 'gender' deviates from similar normal records.,True
feb33225-237a-4283-987a-6bb8bbebd3b7,I127144,category,anomaly,Souvenir,Clothing,0.0477,high,Column 'category' deviates from similar normal records.,True
0b2bf5ad-5091-472b-8909-063cdd89eff6,I740038,gender,anomaly,Male,Female,0.1027,high,Column 'gender' deviates from similar normal records.,True
d160d15a-0053-4022-8a3f-b7d8cf46f3e4,I313265,age,anomaly,26,,0.131,medium,Column 'age' deviates from similar normal records.,False
189a5a20-ac2b-4c63-8d6c-4947b5219ee2,I313265,category,anomaly,Books,Cosmetics,0.131,high,Column 'category' deviates from similar normal records.,True
ce92be3d-9b29-484a-b7b5-db6d49aa835a,I313265,payment_method,anomaly,Debit Card,Cash,0.131,high,Column 'payment_method' deviates from similar normal records.,True
939faefa-463b-4160-806a-9fa144fb5d83,I216555,shopping_mall,anomaly,Metropol AVM,Kanyon,0.0384,high,Column 'shopping_mall' deviates from similar normal records.,True
3720923d-33ea-4dd7-8133-1643bd50ab0e,I228888,shopping_mall,anomaly,Kanyon,Istinye Park,0.0268,high,Column 'shopping_mall' deviates from similar normal records.,True
c6c17f65-6152-4e3a-a930-fa6e1d9f0492,I228888,age_group,anomaly,26_35,36_45,0.0268,medium,Column 'age_group' deviates from similar normal records.,True
9a33b167-cca0-47d3-ac99-cdfd753282ee,I317066,shopping_mall,anomaly,Metropol AVM,Zorlu Center,0.0247,high,Column 'shopping_mall' deviates from similar normal records.,True
099b7525-faeb-4316-a819-e4ca27780a77,I113342,shopping_mall,anomaly,Forum Istanbul,Metrocity,0.0198,high,Column 'shopping_mall' deviates from similar normal records.,True
5eaf93c2-76ff-4dcd-9d72-d781b65eb755,I312437,gender,anomaly,Male,Female,0.0071,high,Column 'gender' deviates from similar normal records.,True
0315a6e1-88d9-4373-953d-98a14bc6f3f9,I312437,shopping_mall,anomaly,Emaar Square Mall,Mall of Istanbul,0.0071,high,Column 'shopping_mall' deviates from similar normal records.,True
dddc08ba-694c-492b-aaee-5f3d5f442fc4,I730781,payment_method,anomaly,Debit Card,Cash,0.0218,high,Column 'payment_method' deviates from similar normal records.,True
0cd3c398-0ae1-4a1e-8430-a8226b8f7dd8,I212471,payment_method,anomaly,Debit Card,Cash,0.022,high,Column 'payment_method' deviates from similar normal records.,True
fe02bf6a-4ee0-4f72-acab-c80a7d2f5aeb,I756230,payment_method,anomaly,Debit Card,Credit Card,0.1197,high,Column 'payment_method' deviates from similar normal records.,True
f4402ec1-9201-458e-89a2-f1522ee5de6c,I891663,shopping_mall,anomaly,Cevahir AVM,Kanyon,0.0171,high,Column 'shopping_mall' deviates from similar normal records.,True
d750723d-844b-4fe8-acd1-403a78ed311e,I891663,price_deviation_from_category,anomaly,7.105427357601002e-15,,0.0171,medium,Column 'price_deviation_from_category' deviates from similar normal records.,False
5d656dbd-700a-43de-8631-de25eca985cd,I255891,shopping_mall,anomaly,Istinye Park,Metropol AVM,0.0546,high,Column 'shopping_mall' deviates from similar normal records.,True
f6396fde-ccba-4867-a7f9-bae67ac51c7f,I780362,shopping_mall,anomaly,Metrocity,Emaar Square Mall,0.0487,high,Column 'shopping_mall' deviates from similar normal records.,True
a7f10b49-8431-4aa1-a33f-951b72592629,I279882,gender,anomaly,Male,Female,0.0019,high,Column 'gender' deviates from similar normal records.,True
1cd926d1-b02d-4c2e-9b51-431853bf245d,I279882,shopping_mall,anomaly,Metropol AVM,Metrocity,0.0019,high,Column 'shopping_mall' deviates from similar normal records.,True
65f850b1-262c-48a5-9722-4119b57c238a,I160481,category,anomaly,Shoes,Clothing,0.0246,high,Column 'category' deviates from similar normal records.,True
c3b44e3f-442f-4719-8051-b6b8e26de670,I420393,payment_method,anomaly,Debit Card,Credit Card,0.0268,high,Column 'payment_method' deviates from similar normal records.,True
6f86d341-83e7-4d91-8aad-b240082561b6,I420393,shopping_mall,anomaly,Metrocity,Kanyon,0.0268,high,Column 'shopping_mall' deviates from similar normal records.,True
34d82275-da09-4af2-a7bb-24a0b3f33941,I420393,invoice_day,anomaly,2,,0.0268,medium,Column 'invoice_day' deviates from similar normal records.,False
6ad38a2a-da7e-455d-ba15-3fc3b38031a5,I133290,shopping_mall,anomaly,Metrocity,Mall of Istanbul,0.003,high,Column 'shopping_mall' deviates from similar normal records.,True
d2e34833-505e-4169-aca9-69689467d6a0,I340342,shopping_mall,anomaly,Metrocity,Kanyon,0.0756,high,Column 'shopping_mall' deviates from similar normal records.,True
fdab286d-2f77-448d-837a-fa3d4abf7dca,I169226,payment_method,anomaly,Debit Card,Credit Card,0.1029,high,Column 'payment_method' deviates from similar normal records.,True
7d19d58b-b0ef-41ce-9593-b2ab9c9501b9,I383351,shopping_mall,anomaly,Zorlu Center,Metropol AVM,0.0005,high,Column 'shopping_mall' deviates from similar normal records.,True
6393ddd9-d888-4185-9844-12309c089f8d,I169599,shopping_mall,anomaly,Metropol AVM,Istinye Park,0.0521,high,Column 'shopping_mall' deviates from similar normal records.,True
33296006-708a-438b-a49c-7f9849d0b471,I284561,shopping_mall,anomaly,Istinye Park,Kanyon,0.0631,high,Column 'shopping_mall' deviates from similar normal records.,True
9c3a4c41-593f-4d9c-a12c-c6963bb9f70a,I145411,payment_method,anomaly,Debit Card,Cash,0.0252,high,Column 'payment_method' deviates from similar normal records.,True
ddbef34a-3cf8-422f-b7de-1a89fe70ae7d,I280717,category,anomaly,Cosmetics,Cosmetics,0.0038,high,Column 'category' deviates from similar normal records.,True
8fdf37b2-6c9a-43e2-ae0f-00b88de6c91e,I280717,invoice_day,anomaly,18,,0.0038,medium,Column 'invoice_day' deviates from similar normal records.,False
7b8f227e-09c6-4c1d-9a67-d9fbde4e3fe3,I274719,category,anomaly,Food & Beverage,Books,0.1369,high,Column 'category' deviates from similar normal records.,True
6ab52489-41d6-496c-bd84-e48366d1041e,I123522,shopping_mall,anomaly,Istinye Park,Istinye Park,0.0441,high,Column 'shopping_mall' deviates from similar normal records.,True
974c4ea4-648d-4497-93d3-f7a8f92aded1,I857861,payment_method,anomaly,Cash,Credit Card,0.0279,high,Column 'payment_method' deviates from similar normal records.,True
70bb4f32-916c-4424-b5a6-410216e40e0b,I252825,payment_method,anomaly,Credit Card,Cash,0.0636,high,Column 'payment_method' deviates from similar normal records.,True
70b8b0fd-0faf-486d-8e76-76599aaf4c3c,I252825,shopping_mall,anomaly,Metropol AVM,Mall of Istanbul,0.0636,high,Column 'shopping_mall' deviates from similar normal records.,True
78f1cb2c-b702-4aa5-ae78-63990b2e12b5,I255774,gender,anomaly,Male,Female,0.1641,high,Column 'gender' deviates from similar normal records.,True
94270854-7cc7-4577-9ffb-4b2892d3f607,I255774,shopping_mall,anomaly,Metropol AVM,Emaar Square Mall,0.1641,high,Column 'shopping_mall' deviates from similar normal records.,True
6c343e0a-9f0d-4693-a4e9-959ccffd5ccd,I337132,shopping_mall,anomaly,Istinye Park,Kanyon,0.0121,high,Column 'shopping_mall' deviates from similar normal records.,True
fca97e96-24d7-4e37-9bcb-8cf13aaa1382,I329613,shopping_mall,anomaly,Mall of Istanbul,Mall of Istanbul,0.001,high,Column 'shopping_mall' deviates from similar normal records.,True
eebe830d-f928-4a85-9e0b-6ab812ac2f62,I176554,payment_method,anomaly,Debit Card,Cash,0.0452,high,Column 'payment_method' deviates from similar normal records.,True
17858df3-d764-44c5-9a7b-0618aefa5f3b,I150364,age,anomaly,69,,0.0393,medium,Column 'age' deviates from similar normal records.,False
1920de3a-4672-41ab-838d-752744d8f598,I298023,shopping_mall,anomaly,Viaport Outlet,Metrocity,0.0188,high,Column 'shopping_mall' deviates from similar normal records.,True
036440c6-cf6d-434b-9e93-f6e2c1bc4cb9,I222463,shopping_mall,anomaly,Viaport Outlet,Kanyon,0.101,high,Column 'shopping_mall' deviates from similar normal records.,True
737796fb-a2f5-4b35-85fc-b9a46fc279ac,I104473,payment_method,anomaly,Debit Card,Credit Card,0.0701,high,Column 'payment_method' deviates from similar normal records.,True
855cacc0-bb64-4419-bb97-c4f223a05f23,I104473,invoice_month,anomaly,1,,0.0701,medium,Column 'invoice_month' deviates from similar normal records.,False
9c260cc7-8901-48bc-a40a-706c4b5350e9,I253364,payment_method,anomaly,Debit Card,Debit Card,0.0058,high,Column 'payment_method' deviates from similar normal records.,True
31312997-f4ac-47a9-aa23-4e6f82075d24,I253364,age_group,anomaly,46_55,46_55,0.0058,low,Column 'age_group' deviates from similar normal records.,True
211ca6d6-2344-4ece-8bee-2cd44583f59b,I133922,payment_method,anomaly,Debit Card,Credit Card,0.0414,high,Column 'payment_method' deviates from similar normal records.,True
17fa6c80-7100-4551-974b-9cefc8602bd7,I400888,shopping_mall,anomaly,Zorlu Center,Kanyon,0.0368,high,Column 'shopping_mall' deviates from similar normal records.,True
ac3cbd79-5599-46e7-a14f-bab32d7f94df,I112064,category,anomaly,Food & Beverage,Toys,0.0455,high,Column 'category' deviates from similar normal records.,True
643216b2-1132-42ba-8807-0f600a2bf4eb,I112064,day_of_week,anomaly,1,,0.0455,medium,Column 'day_of_week' deviates from similar normal records.,False
