transaction_id,date,domain,location,value,transaction_count,year,month,day,day_of_week,avg_transaction_value
T00000030,1970-01-01 00:00:00.000044635,MEDICAL,Ajmer,319865.0,1640000.0,1970,1,1,3,0.19503963414634146
T00000031,1970-01-01 00:00:00.000044888,INTERNATIONAL,Lunglei,0.0,934.0,1970,1,1,3,0.0
T00000032,1970-01-01 00:00:00.000044632,RESTAURANT,Daman,758021.0,762.0,1970,1,1,3,994.7782152230972
T00000033,1970-01-01 00:00:00.000044712,RESTAURANT,Ambala,659806.0,796.0,1970,1,1,3,828.9020100502513
T00000034,1970-01-01 00:00:00.000044812,RESTAURANT,Surat,1086475.0,1344.0,1970,1,1,3,808.3891369047619
T00000035,1970-01-01 00:00:00.000044590,INTERNATIONAL,Betul,1053082.0,2488.0,1970,1,1,3,423.2644694533762
T00000036,1970-01-01 00:00:00.000044654,INVESTMENTS,Madurai,956843.0,1797.0,1970,1,1,3,532.4668892598776
T00000037,1970-01-01 00:00:00.000044725,INVESTMENTS,Konark,567918.0,1657.0,1970,1,1,3,342.7386843693422
T00000038,1970-01-01 00:00:00.000044769,EDUCATION,Ranchi,792841.0,1161000.0,1970,1,1,3,0.682894918173988
T00000039,1970-01-01 00:00:00.000044686,MEDICAL,Hyderabad,937731.0,2494.0,1970,1,1,3,375.9947874899759
T00000040,1970-01-01 00:00:00.000044893,PUBLIC,Kota,1086619.0,468.0,1970,1,1,3,2321.83547008547
T00000041,1970-01-01 00:00:00.000044679,MEDICAL,Kota,1097031.0,0.0,1970,1,1,3,0.0
T00000042,1970-01-01 00:00:00.000044791,PUBLIC,Ambala,806884.0,474.0,1970,1,1,3,
T00000043,1970-01-01 00:00:00.000044761,INVESTMENTS,Ranchi,1039719.0,1958.0,1970,1,1,3,531.0107252298263
T00000044,1970-01-01 00:00:00.000044820,PUBLIC,Bidar,534349.0,1953.0,1970,1,1,3,273.6041986687148
T00000045,1970-01-01 00:00:00.000044742,INVESTMENTS,Konark,828113.0,1438.0,1970,1,1,3,575.8783031988874
T00000046,1970-01-01 00:00:00.000044717,MEDICAL,Ranchi,547129.0,949.0,1970,1,1,3,576.5321390937829
T00000047,1970-01-01 00:00:00.000044846,RESTAURANT,Bombay,901295.0,2153.0,1970,1,1,3,418.62285183464934
T00000048,1970-01-01 00:00:00.000044592,INVESTMENTS,Srinagar,0.0,518.0,1970,1,1,3,0.0
T00000049,1970-01-01 00:00:00.000044696,INTERNATIONAL,Goa,959997.0,624.0,1970,1,1,3,1538.4567307692307
T00000050,1970-01-01 00:00:00.000044587,MEDICAL,Bhopal,726671.0,1661.0,1970,1,1,3,437.49006622516555
T00000051,1970-01-01 00:00:00.000044884,RETAIL,Amritsar,834434.0,2215.0,1970,1,1,3,376.7196388261851
T00000052,1970-01-01 00:00:00.000044632,RESTAURANT,Kota,320570.0,867.0,1970,1,1,3,369.74625144175315
T00000053,1970-01-01 00:00:00.000044901,INVESTMENTS,Ambala,1155056.0,1439.0,1970,1,1,3,802.6796386379431
T00000054,1970-01-01 00:00:00.000044880,MEDICAL,Amritsar,1181405.0,1333.0,1970,1,1,3,886.2753188297074
T00000055,1970-01-01 00:00:00.000044683,INVESTMENTS,Ara,902234.0,909.0,1970,1,1,3,992.5566556655666
T00000056,1970-01-01 00:00:00.000044835,RESTAURANT,Mon,1009118.0,2325.0,1970,1,1,3,434.02924731182793
T00000057,1970-01-01 00:00:00.000044915,INVESTMENTS,Hyderabad,1098100.0,2210.0,1970,1,1,3,496.8778280542986
T00000058,1970-01-01 00:00:00.000044825,RESTAURANT,Durg,545268.0,1305.0,1970,1,1,3,417.82988505747124
T00000059,1970-01-01 00:00:00.000044715,INTERNATIONAL,Trichy,11701030.0,2339.0,1970,1,1,3,5002.578024796921
T00000060,1970-01-01 00:00:00.000044911,INVESTMENTS,Doda,1069605.0,1941.0,1970,1,1,3,551.0587326120557
T00000061,1970-01-01 00:00:00.000044745,RETAIL,Buxar,486056.0,826.0,1970,1,1,3,588.4455205811138
T00000062,1970-01-01 00:00:00.000044649,EDUCATION,Betul,417419.0,481.0,1970,1,1,3,867.8149688149688
T00000063,1970-01-01 00:00:00.000044875,MEDICAL,Bidar,659456.0,2543.0,1970,1,1,3,259.3220605583956
T00000064,1970-01-01 00:00:00.000044562,INTERNATIONAL,Bhind,973806.0,1125.0,1970,1,1,3,865.6053333333333
T00000065,1970-01-01 00:00:00.000044838,RESTAURANT,Ludhiana,351914.0,446.0,1970,1,1,3,789.0448430493274
T00000066,1970-01-01 00:00:00.000044805,EDUCATION,Goa,888467.0,1305.0,1970,1,1,3,680.8176245210728
T00000067,1970-01-01 00:00:00.000044825,EDUCATION,Srinagar,1028427.0,0.0,1970,1,1,3,0.0
T00000068,1970-01-01 00:00:00.000044608,INVESTMENTS,Bombay,843245.0,1525.0,1970,1,1,3,552.9475409836066
T00000069,1970-01-01 00:00:00.000044904,RESTAURANT,Ara,1047748.0,2508.0,1970,1,1,3,417.762360446571
T00000070,1970-01-01 00:00:00.000044834,PUBLIC,Hyderabad,929724.0,1585.0,1970,1,1,3,586.5766561514196
T00000071,1970-01-01 00:00:00.000044807,RESTAURANT,Kanpur,604289.0,654.0,1970,1,1,3,923.9892966360857
T00000072,1970-01-01 00:00:00.000044761,INVESTMENTS,Akola,899220.0,877.0,1970,1,1,3,1025.3363740022805
T00000073,1970-01-01 00:00:00.000044918,RETAIL,Pune,319480.0,756.0,1970,1,1,3,422.5925925925926
T00000074,1970-01-01 00:00:00.000044750,RETAIL,Vellore,663094.0,405.0,1970,1,1,3,1637.2691358024692
T00000075,1970-01-01 00:00:00.000044819,MEDICAL,Kanpur,7008750.0,942.0,1970,1,1,3,7440.286624203822
T00000076,1970-01-01 00:00:00.000044882,EDUCATION,Ajmer,1163959.0,2113.0,1970,1,1,3,550.8561287269285
T00000077,1970-01-01 00:00:00.000044666,EDUCATION,Hyderabad,1061543.0,1030.0,1970,1,1,3,1030.6242718446601
T00000078,1970-01-01 00:00:00.000044674,RETAIL,Surat,6409230.0,531.0,1970,1,1,3,12070.112994350282
T00000079,1970-01-01 00:00:00.000044672,RETAIL,Ajmer,689309.0,1091.0,1970,1,1,3,631.813932172319
T00000080,1970-01-01 00:00:00.000044794,PUBLIC,Pune,467048.0,1039.0,1970,1,1,3,449.51684311838306
T00000081,1970-01-01 00:00:00.000044804,MEDICAL,Akola,485008.0,1067.0,1970,1,1,3,454.55295220243676
T00000082,1970-01-01 00:00:00.000044915,RESTAURANT,Pune,11844120.0,1673.0,1970,1,1,3,7079.569635385535
T00000083,1970-01-01 00:00:00.000044769,EDUCATION,Mon,782958.0,1034.0,1970,1,1,3,757.2127659574468
T00000084,1970-01-01 00:00:00.000044915,RETAIL,Buxar,777253.0,1691.0,1970,1,1,3,
T00000085,1970-01-01 00:00:00.000044893,MEDICAL,Kota,733420.0,1100.0,1970,1,1,3,666.7454545454545
T00000086,1970-01-01 00:00:00.000044647,MEDICAL,Buxar,983585.0,2452.0,1970,1,1,3,401.1358075040783
T00000087,1970-01-01 00:00:00.000044579,RETAIL,Ara,905327.0,1131.0,1970,1,1,3,800.4659593280282
T00000088,1970-01-01 00:00:00.000044657,MEDICAL,Delhi,739063.0,928.0,1970,1,1,3,
T00000089,1970-01-01 00:00:00.000044886,PUBLIC,Bhuj,701428.0,662.0,1970,1,1,3,1059.5589123867069
T00000090,1970-01-01 00:00:00.000044637,PUBLIC,Kannur,857569.0,731.0,1970,1,1,3,1173.1450068399454
T00000091,1970-01-01 00:00:00.000044862,RESTAURANT,Bhopal,366828.0,1637.0,1970,1,1,3,224.08552229688453
T00000092,1970-01-01 00:00:00.000044833,RETAIL,Ahmedabad,736643.0,896.0,1970,1,1,3,822.1462053571429
T00000093,1970-01-01 00:00:00.000044864,PUBLIC,Kullu,903781.0,1596.0,1970,1,1,3,566.2788220551379
T00000094,1970-01-01 00:00:00.000044753,MEDICAL,Ajmer,580047.0,1246.0,1970,1,1,3,465.52728731942216
T00000095,1970-01-01 00:00:00.000044871,EDUCATION,Srinagar,958521.0,1182.0,1970,1,1,3,810.9314720812183
T00000096,1970-01-01 00:00:00.000044867,RETAIL,Kannur,792293.0,634.0,1970,1,1,3,1249.673501577287
T00000097,1970-01-01 00:00:00.000044662,INVESTMENTS,Bhuj,0.0,2540.0,1970,1,1,3,0.0
T00000098,1970-01-01 00:00:00.000044684,RESTAURANT,Kannur,363774.0,2097.0,1970,1,1,3,173.47353361945636
T00000099,1970-01-01 00:00:00.000044848,RETAIL,Patiala,6755310.0,1109.0,1970,1,1,3,6091.352569882777
T00000100,1970-01-01 00:00:00.000044842,EDUCATION,Patiala,362751.0,2518.0,1970,1,1,3,144.06314535345513
T00000101,1970-01-01 00:00:00.000044674,INVESTMENTS,Bokaro,455795.0,2459.0,1970,1,1,3,185.35786905246036
T00000102,1970-01-01 00:00:00.000044869,MEDICAL,Doda,863708.0,2359.0,1970,1,1,3,366.1331072488343
T00000103,1970-01-01 00:00:00.000044683,INTERNATIONAL,Mathura,614956.0,599.0,1970,1,1,3,1026.6377295492487
T00000104,1970-01-01 00:00:00.000044780,INVESTMENTS,Ranchi,1058676.0,2524.0,1970,1,1,3,419.44374009508715
T00000105,1970-01-01 00:00:00.000044883,RESTAURANT,Kanpur,1108683.0,1164.0,1970,1,1,3,952.4768041237113
T00000106,1970-01-01 00:00:00.000044722,PUBLIC,Konark,775121.0,847.0,1970,1,1,3,
T00000107,1970-01-01 00:00:00.000044601,EDUCATION,Akola,526188.0,2303.0,1970,1,1,3,228.47937472861486
T00000108,1970-01-01 00:00:00.000044729,PUBLIC,Goa,1147231.0,0.0,1970,1,1,3,0.0
T00000109,1970-01-01 00:00:00.000044822,RETAIL,Kota,704887.0,915.0,1970,1,1,3,770.368306010929
T00000110,1970-01-01 00:00:00.000044809,MEDICAL,Daman,575930.0,2119.0,1970,1,1,3,271.79329872581405
T00000111,1970-01-01 00:00:00.000044737,MEDICAL,Ara,649344.0,734.0,1970,1,1,3,884.6648501362398
T00000112,1970-01-01 00:00:00.000044844,RETAIL,Kanpur,1102093.0,1790.0,1970,1,1,3,615.6944134078212
T00000113,1970-01-01 00:00:00.000044726,INTERNATIONAL,Doda,809509.0,1778.0,1970,1,1,3,455.29190101237344
T00000114,1970-01-01 00:00:00.000044743,EDUCATION,Amritsar,1186214.0,1886.0,1970,1,1,3,628.9575821845175
T00000115,1970-01-01 00:00:00.000044925,RETAIL,Ambala,696996.0,2521.0,1970,1,1,3,276.47600158667194
T00000116,1970-01-01 00:00:00.000044911,INTERNATIONAL,Hyderabad,554193.0,1514.0,1970,1,1,3,366.0455746367239
T00000117,1970-01-01 00:00:00.000044822,INVESTMENTS,Doda,1186581.0,1654.0,1970,1,1,3,717.4008464328899
T00000118,1970-01-01 00:00:00.000044843,EDUCATION,Madurai,794018.0,1569.0,1970,1,1,3,506.06628425748886
T00000119,1970-01-01 00:00:00.000044768,MEDICAL,Pune,376399.0,1945.0,1970,1,1,3,193.52133676092544
T00000120,1970-01-01 00:00:00.000044811,EDUCATION,Pune,0.0,1972.0,1970,1,1,3,0.0
T00000121,1970-01-01 00:00:00.000044687,RESTAURANT,Madurai,341883.0,2298.0,1970,1,1,3,148.77415143603133
T00000122,1970-01-01 00:00:00.000044686,MEDICAL,Kota,411575.0,944.0,1970,1,1,3,435.9904661016949
T00000123,1970-01-01 00:00:00.000044909,INTERNATIONAL,Ajmer,1169578.0,1364.0,1970,1,1,3,857.4618768328446
T00000124,1970-01-01 00:00:00.000044599,PUBLIC,Varanasi,554018.0,1739.0,1970,1,1,3,318.5842438182864
T00000125,1970-01-01 00:00:00.000044720,RETAIL,Bhopal,655420.0,1879.0,1970,1,1,3,348.8131985098457
T00000126,1970-01-01 00:00:00.000044686,INVESTMENTS,Ludhiana,503783.0,716.0,1970,1,1,3,703.6075418994413
T00000127,1970-01-01 00:00:00.000044910,RESTAURANT,Goa,466932.0,1709.0,1970,1,1,3,273.2194265652428
T00000128,1970-01-01 00:00:00.000044686,UNKNOWN_DOMAIN,Hyderabad,1195205.0,1890.0,1970,1,1,3,632.3835978835979
T00000129,1970-01-01 00:00:00.000044736,PUBLIC,Tirumala,1003345.0,899.0,1970,1,1,3,1116.0678531701892
T00000130,1970-01-01 00:00:00.000044892,RETAIL,Goa,1088622.0,594.0,1970,1,1,3,1832.6969696969697
T00000131,1970-01-01 00:00:00.000044911,INTERNATIONAL,Ambala,1091244.0,1768.0,1970,1,1,3,617.2194570135747
T00000132,1970-01-01 00:00:00.000044739,PUBLIC,Lucknow,852913.0,1052000.0,1970,1,1,3,0.8107538022813688
T00000133,1970-01-01 00:00:00.000044791,RETAIL,Srinagar,959300.0,436.0,1970,1,1,3,2200.229357798165
T00000134,1970-01-01 00:00:00.000044695,PUBLIC,Bhuj,836616.0,2502.0,1970,1,1,3,334.378896882494
T00000135,1970-01-01 00:00:00.000044718,MEDICAL,Kolkata,680700.0,2246.0,1970,1,1,3,303.07212822796083
T00000136,1970-01-01 00:00:00.000044853,EDUCATION,Vellore,382214.0,2492.0,1970,1,1,3,153.37640449438203
T00000137,1970-01-01 00:00:00.000044580,PUBLIC,Kochin,931125.0,1361.0,1970,1,1,3,684.1476855253491
T00000138,1970-01-01 00:00:00.000044852,EDUCATION,Patiala,784573.0,1917.0,1970,1,1,3,409.2712571726656
T00000139,1970-01-01 00:00:00.000044899,INTERNATIONAL,Bidar,535986.0,2457.0,1970,1,1,3,218.14652014652015
T00000140,1970-01-01 00:00:00.000044742,INVESTMENTS,Ludhiana,434131.0,1965.0,1970,1,1,3,220.93180661577608
T00000141,1970-01-01 00:00:00.000044791,INVESTMENTS,Buxar,760684.0,1322.0,1970,1,1,3,575.4039334341907
T00000142,1970-01-01 00:00:00.000044723,RESTAURANT,Buxar,387406.0,2005.0,1970,1,1,3,193.21995012468827
T00000143,1970-01-01 00:00:00.000044619,RETAIL,Durg,809201.0,2169.0,1970,1,1,3,373.07561088059015
T00000144,1970-01-01 00:00:00.000044615,RESTAURANT,Bokaro,562857.0,482.0,1970,1,1,3,1167.753112033195
T00000145,1970-01-01 00:00:00.000044801,MEDICAL,Lucknow,998014.0,2085.0,1970,1,1,3,478.6637889688249
T00000146,1970-01-01 00:00:00.000044683,MEDICAL,Jaipur,1088444.0,455.0,1970,1,1,3,2392.1846153846154
T00000147,1970-01-01 00:00:00.000044613,INTERNATIONAL,Pune,593859.0,527.0,1970,1,1,3,1126.8671726755217
T00000148,1970-01-01 00:00:00.000044572,RETAIL,Bokaro,872144.0,938.0,1970,1,1,3,929.7910447761194
T00000149,1970-01-01 00:00:00.000044666,EDUCATION,Ahmedabad,1111013.0,401.0,1970,1,1,3,2770.6059850374063
T00000150,1970-01-01 00:00:00.000044690,INTERNATIONAL,Hyderabad,909705.0,666.0,1970,1,1,3,1365.9234234234234
T00000151,1970-01-01 00:00:00.000044652,RESTAURANT,Bidar,1029591.0,1198.0,1970,1,1,3,859.4248747913189
T00000152,1970-01-01 00:00:00.000044591,MEDICAL,Surat,1021406.0,1319.0,1970,1,1,3,774.3790750568612
T00000153,1970-01-01 00:00:00.000044562,RETAIL,Mon,884589.0,1488.0,1970,1,1,3,594.4818548387096
T00000154,1970-01-01 00:00:00.000044631,MEDICAL,Kanpur,579675.0,1524.0,1970,1,1,3,380.36417322834643
T00000155,1970-01-01 00:00:00.000044789,PUBLIC,Lunglei,474730.0,1734.0,1970,1,1,3,273.77739331026527
T00000156,1970-01-01 00:00:00.000044897,INVESTMENTS,Madurai,983624.0,1433.0,1970,1,1,3,686.4089323098395
T00000157,1970-01-01 00:00:00.000044597,INTERNATIONAL,Ambala,651943.0,824.0,1970,1,1,3,791.1929611650486
T00000158,1970-01-01 00:00:00.000044747,PUBLIC,Bikaner,1032191.0,772.0,1970,1,1,3,1337.0349740932643
T00000159,1970-01-01 00:00:00.000044764,EDUCATION,Goa,751079.0,2075.0,1970,1,1,3,
T00000160,1970-01-01 00:00:00.000044725,RESTAURANT,Doda,0.0,2245.0,1970,1,1,3,0.0
T00000161,1970-01-01 00:00:00.000044672,RESTAURANT,Amritsar,806372.0,2266.0,1970,1,1,3,355.8570167696381
T00000162,1970-01-01 00:00:00.000044672,RETAIL,Akola,691527.0,1329.0,1970,1,1,3,520.3363431151241
T00000163,1970-01-01 00:00:00.000044802,INTERNATIONAL,Goa,1132418.0,1255.0,1970,1,1,3,902.3250996015936
T00000164,1970-01-01 00:00:00.000044599,EDUCATION,Kolkata,355275.0,2325.0,1970,1,1,3,152.80645161290323
T00000165,1970-01-01 00:00:00.000044759,MEDICAL,Kota,11029480.0,990.0,1970,1,1,3,11140.888888888889
T00000166,1970-01-01 00:00:00.000044572,RESTAURANT,Banglore,330377.0,2292.0,1970,1,1,3,144.1435427574171
T00000167,1970-01-01 00:00:00.000044900,EDUCATION,Delhi,430733.0,934.0,1970,1,1,3,461.17023554603855
T00000168,1970-01-01 00:00:00.000044600,PUBLIC,Ara,1009838.0,1520.0,1970,1,1,3,664.3671052631579
T00000169,1970-01-01 00:00:00.000044644,RESTAURANT,Madurai,570685.0,2115.0,1970,1,1,3,269.8274231678487
T00000170,1970-01-01 00:00:00.000044587,RESTAURANT,Kota,592158.0,754.0,1970,1,1,3,785.3554376657825
T00000171,1970-01-01 00:00:00.000044729,INVESTMENTS,Ara,937439.0,1626.0,1970,1,1,3,576.5307503075031
T00000172,1970-01-01 00:00:00.000044774,EDUCATION,Kolkata,773449.0,879.0,1970,1,1,3,879.9192263936292
T00000173,1970-01-01 00:00:00.000044713,PUBLIC,Ajmer,790507.0,889.0,1970,1,1,3,889.2092238470191
T00000174,1970-01-01 00:00:00.000044607,INTERNATIONAL,Hyderabad,572292.0,646.0,1970,1,1,3,885.9009287925696
T00000175,1970-01-01 00:00:00.000044831,EDUCATION,Durg,1129595.0,2056000.0,1970,1,1,3,0.5494139105058365
T00000176,1970-01-01 00:00:00.000044806,PUBLIC,Kannur,1059372.0,1602.0,1970,1,1,3,661.2808988764045
T00000177,1970-01-01 00:00:00.000044797,MEDICAL,Bhind,551966.0,1397.0,1970,1,1,3,395.1080887616321
T00000178,1970-01-01 00:00:00.000044691,EDUCATION,Pune,346772.0,936.0,1970,1,1,3,370.482905982906
T00000179,1970-01-01 00:00:00.000044675,RESTAURANT,Bidar,1011585.0,599.0,1970,1,1,3,1688.7896494156928
T00000180,1970-01-01 00:00:00.000044759,MEDICAL,Amritsar,649241.0,2349000.0,1970,1,1,3,0.27639037888463175
T00000181,1970-01-01 00:00:00.000044603,INVESTMENTS,Bokaro,1090875.0,740.0,1970,1,1,3,1474.1554054054054
T00000182,1970-01-01 00:00:00.000044901,EDUCATION,Lucknow,872638.0,,1970,1,1,3,
T00000183,1970-01-01 00:00:00.000044757,RETAIL,Buxar,437018.0,1822.0,1970,1,1,3,239.85620197585072
T00000184,1970-01-01 00:00:00.000044878,INVESTMENTS,Goa,384048.0,2157.0,1970,1,1,3,178.04728789986092
T00000185,1970-01-01 00:00:00.000044618,INVESTMENTS,Ajmer,1095560.0,1763.0,1970,1,1,3,621.4180374361883
T00000186,1970-01-01 00:00:00.000044904,PUBLIC,Bombay,840433.0,2459.0,1970,1,1,3,341.77836518910124
T00000187,1970-01-01 00:00:00.000044908,EDUCATION,Bokaro,657444.0,1719.0,1970,1,1,3,382.45724258289704
T00000188,1970-01-01 00:00:00.000044813,RETAIL,Kolkata,309893.0,0.0,1970,1,1,3,0.0
T00000189,1970-01-01 00:00:00.000044674,INTERNATIONAL,Delhi,862960.0,528.0,1970,1,1,3,1634.3939393939395
T00000190,1970-01-01 00:00:00.000044784,RESTAURANT,Bombay,918261.0,1880.0,1970,1,1,3,488.4367021276596
T00000191,1970-01-01 00:00:00.000044614,RESTAURANT,Daman,731885.0,684.0,1970,1,1,3,1070.0073099415204
T00000192,1970-01-01 00:00:00.000044689,MEDICAL,Trichy,1009635.0,792.0,1970,1,1,3,1274.7916666666667
T00000193,1970-01-01 00:00:00.000044877,RETAIL,Srinagar,871965.0,1022.0,1970,1,1,3,853.1947162426615
T00000194,1970-01-01 00:00:00.000044797,RESTAURANT,Patiala,529738.0,415.0,1970,1,1,3,1276.4771084337349
T00000195,1970-01-01 00:00:00.000044729,RESTAURANT,Bidar,511545.0,1493.0,1970,1,1,3,342.62893503014067
T00000196,1970-01-01 00:00:00.000044774,EDUCATION,Bidar,560845.0,2030.0,1970,1,1,3,276.2783251231527
T00000197,1970-01-01 00:00:00.000044912,MEDICAL,Bidar,768312.0,886.0,1970,1,1,3,867.1693002257337
T00000198,1970-01-01 00:00:00.000044583,RESTAURANT,Bhuj,448833.0,2338.0,1970,1,1,3,191.97305389221557
T00000199,1970-01-01 00:00:00.000044698,INTERNATIONAL,Goa,900869.0,1150.0,1970,1,1,3,783.3643478260869
T00000200,1970-01-01 00:00:00.000044821,INVESTMENTS,Kanpur,1159256.0,1050.0,1970,1,1,3,1104.0533333333333
T00000201,1970-01-01 00:00:00.000044691,MEDICAL,Bidar,410437.0,1980.0,1970,1,1,3,207.29141414141415
T00000202,1970-01-01 00:00:00.000044858,RESTAURANT,Varanasi,645819.0,1889.0,1970,1,1,3,341.88406564319746
T00000203,1970-01-01 00:00:00.000044916,INTERNATIONAL,Trichy,1132165.0,1777.0,1970,1,1,3,637.121553179516
T00000204,1970-01-01 00:00:00.000044643,EDUCATION,Hyderabad,669662.0,1903.0,1970,1,1,3,351.8980557015239
T00000205,1970-01-01 00:00:00.000044800,INVESTMENTS,Lucknow,486457.0,1842.0,1970,1,1,3,264.09174809989145
T00000206,1970-01-01 00:00:00.000044678,INVESTMENTS,Kannur,310365.0,1829.0,1970,1,1,3,169.69108802624385
T00000207,1970-01-01 00:00:00.000044762,RETAIL,Durg,395088.0,2400.0,1970,1,1,3,164.62
T00000208,1970-01-01 00:00:00.000044590,EDUCATION,Tirumala,1001414.0,1822.0,1970,1,1,3,549.6234906695938
T00000209,1970-01-01 00:00:00.000044834,RESTAURANT,Ludhiana,358758.0,1744.0,1970,1,1,3,205.7098623853211
T00000210,1970-01-01 00:00:00.000044648,EDUCATION,Bokaro,6305080.0,2318.0,1970,1,1,3,2720.0517687661777
T00000211,1970-01-01 00:00:00.000044825,PUBLIC,Daman,843902.0,1615.0,1970,1,1,3,
T00000212,1970-01-01 00:00:00.000044584,MEDICAL,Bhopal,741575.0,755.0,1970,1,1,3,982.2185430463576
T00000213,1970-01-01 00:00:00.000044798,EDUCATION,Ara,951638.0,437.0,1970,1,1,3,2177.6613272311215
T00000214,1970-01-01 00:00:00.000044746,EDUCATION,Srinagar,1098612.0,2441.0,1970,1,1,3,450.0663662433429
T00000215,1970-01-01 00:00:00.000044870,PUBLIC,Banglore,683608.0,489.0,1970,1,1,3,1397.9713701431492
T00000216,1970-01-01 00:00:00.000044905,INTERNATIONAL,Konark,476411.0,664.0,1970,1,1,3,717.4864457831326
T00000217,1970-01-01 00:00:00.000044889,INTERNATIONAL,Lunglei,919789.0,2040.0,1970,1,1,3,450.8769607843137
T00000218,1970-01-01 00:00:00.000044620,RESTAURANT,Durg,638750.0,1126.0,1970,1,1,3,567.2735346358792
T00000219,1970-01-01 00:00:00.000044753,RESTAURANT,Trichy,1146994.0,1946.0,1970,1,1,3,589.4110996916752
T00000220,1970-01-01 00:00:00.000044760,INVESTMENTS,Ara,376164.0,2368.0,1970,1,1,3,158.85304054054055
T00000221,1970-01-01 00:00:00.000044772,EDUCATION,Goa,912900.0,2220.0,1970,1,1,3,411.2162162162162
T00000222,1970-01-01 00:00:00.000044882,PUBLIC,Lucknow,1182839.0,945.0,1970,1,1,3,1251.6814814814816
T00000223,1970-01-01 00:00:00.000044626,RESTAURANT,Banglore,987977.0,610.0,1970,1,1,3,1619.634426229508
T00000224,1970-01-01 00:00:00.000044570,PUBLIC,Patiala,441842.0,1371.0,1970,1,1,3,322.2771699489424
T00000225,1970-01-01 00:00:00.000044588,RESTAURANT,Kochin,807030.0,1793.0,1970,1,1,3,
