issue_id,row_id,column_name,issue_type,current_value,suggested_value,confidence,severity,severity_score,reason,source_method,can_auto_fix,created_at
716117ea-c40d-49ef-9773-0b263389b6c0,I243930,payment_method,anomaly,Debit Card,Cash,0.1465,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:00.841748
4d26def3-4fdb-4ea3-884f-f0681903b874,I243930,shopping_mall,anomaly,Istinye Park,Cevahir AVM,0.1465,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:00.841748
e1817c13-dec0-4e85-a120-dc0ae5646ff9,I243930,age_group,anomaly,46_55,56_plus,0.1465,high,0.5,Column 'age_group' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:00.841748
b8ed071a-a732-4d89-b46f-fd972c3d7758,I615452,shopping_mall,anomaly,Metrocity,Metropol AVM,0.0096,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:00.877175
5a635226-f80f-47ef-b5dd-856028fe62a1,I300847,shopping_mall,anomaly,Istinye Park,Kanyon,0.0058,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:00.913086
e93c078a-3086-430a-97ad-f73dbbf6d8ec,I194017,payment_method,anomaly,Cash,Cash,0.044,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:00.949024
e63123e1-a568-43d2-b09a-d30988819c98,I337094,shopping_mall,anomaly,Zorlu Center,Istinye Park,0.1221,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:00.983589
086ac59c-8867-4caa-a985-8e51757aa236,I162719,gender,anomaly,Male,Female,0.0339,high,0.5,Column 'gender' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.012540
8516535e-efd1-4d1b-b2b1-8687d2caa6c1,I162719,payment_method,anomaly,Credit Card,Credit Card,0.0339,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.012540
2e117b95-753b-4e9d-9ae5-dfc33b4b2952,I162719,shopping_mall,anomaly,Emaar Square Mall,Emaar Square Mall,0.0339,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.012540
abfda185-d073-4c21-a25b-7ac84854f384,I252528,gender,anomaly,Male,Male,0.1334,high,0.5,Column 'gender' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.042424
c53017ef-124b-492d-8e5a-e7faf72727c6,I278519,gender,anomaly,Male,Male,0.1167,high,0.5,Column 'gender' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.080633
2c53097e-7d8c-4658-aa6e-4292807cbff5,I278519,payment_method,anomaly,Debit Card,Credit Card,0.1167,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.080633
b0e3be62-3328-4c29-bbe6-9f1f602cf6e7,I946433,payment_method,anomaly,Debit Card,Credit Card,0.0676,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.117219
7a4a90d4-eed5-4d7c-9642-ddc8f96566d4,I946433,age_group,anomaly,26_35,26_35,0.0676,low,0.0,Column 'age_group' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.117219
082fb4b4-d35e-41a1-acc2-1fe0bb96d01d,I284431,shopping_mall,anomaly,Metropol AVM,Kanyon,0.0585,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.185462
324c85d7-f1ea-469f-8dd2-3c19108f592a,I236520,payment_method,anomaly,Credit Card,Cash,0.0579,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.213851
034d9ea8-2177-4baa-a77c-dad531abdc41,I236520,shopping_mall,anomaly,Viaport Outlet,Cevahir AVM,0.0579,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.213851
0cfbd3b1-9eaa-45bd-a543-2ea7404d09d4,I295482,payment_method,anomaly,Credit Card,Cash,0.0409,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.249830
1b2928f4-a5d5-41a4-b325-1fc1607f91bb,I295482,shopping_mall,anomaly,Zorlu Center,Mall of Istanbul,0.0409,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.250335
e2f52fe3-72db-421d-a8e3-a9b052011e13,I873382,payment_method,anomaly,Credit Card,Cash,0.009,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.283566
1eef810d-2cfe-4545-9bab-f092581ee48a,I873382,shopping_mall,anomaly,Metrocity,Istinye Park,0.009,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.283566
5d3541c0-ef03-4e77-b5c6-c6db6cd270de,I283774,category,anomaly,Toys,Toys,0.1846,high,0.5,Column 'category' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.317014
b4275b19-2591-414f-8685-29996fff1ce5,I283774,age_group,anomaly,36_45,36_45,0.1846,low,0.0,Column 'age_group' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.317014
9200079c-4d2f-4760-8338-4504fbe804e1,I212305,category,anomaly,Books,Toys,0.0671,high,0.5,Column 'category' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.354705
379b022c-1b48-43ea-a6c8-0a74c59d72f7,I212305,shopping_mall,anomaly,Emaar Square Mall,Emaar Square Mall,0.0671,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.354705
d87d8bf0-38a5-4fed-8670-8b30e80b67b3,I213589,shopping_mall,anomaly,Viaport Outlet,Cevahir AVM,0.1173,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.387214
2e941647-0064-4d93-a50a-4460f4ef19b1,I251779,category,anomaly,Toys,Cosmetics,0.008,high,0.5,Column 'category' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.420811
a1f74850-beb3-4337-a3a7-6677ca65d001,I251779,payment_method,anomaly,Debit Card,Cash,0.008,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.421817
34f0da84-1f13-48f9-9c4b-bbd85ad10177,I334155,category,anomaly,Books,Food & Beverage,0.0004,high,0.5,Column 'category' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.456115
d6bddbf1-9537-4ba5-8163-b03c3133d341,I334155,shopping_mall,anomaly,Viaport Outlet,Metropol AVM,0.0004,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.457316
badd0a9b-8cf7-471c-9e19-bb8c3e7aba7a,I111055,shopping_mall,anomaly,Mall of Istanbul,Metrocity,0.0116,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.494305
beba85f1-03f9-4639-b6c5-ba8ad3e40ac3,I251307,age_group,anomaly,56_plus,56_plus,0.0136,high,0.5,Column 'age_group' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.526752
34f9c405-6c53-49f0-9525-b8cb41b2c668,I311849,payment_method,anomaly,Debit Card,Cash,0.1501,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.560871
9ec5bc1d-3f33-4534-bbd9-650d9c98b78a,I325555,age_group,anomaly,18_25,18_25,0.1743,low,0.0,Column 'age_group' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.601674
d9e8c69a-6274-4970-9e7c-c45d253fcdbe,I318625,shopping_mall,anomaly,Zorlu Center,Kanyon,0.2088,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.642604
6ee805c8-aecf-4a1a-93f5-dd575122872c,I318625,age_group,anomaly,46_55,26_35,0.2088,high,0.7663125948406677,Column 'age_group' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.642604
f679e2b9-a296-489e-81ce-54fd067ccc0b,I142245,payment_method,anomaly,Debit Card,Credit Card,0.0215,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.679491
6c9a70dc-8450-41f2-87ed-cf709dbd9556,I142245,shopping_mall,anomaly,Zorlu Center,Mall of Istanbul,0.0215,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.679491
1f7a602c-0fa1-4f7e-9e4d-b0e5959c8210,I302151,shopping_mall,anomaly,Kanyon,Kanyon,0.0059,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.717061
348de13c-a571-4a3b-a596-a39328a14035,I169684,shopping_mall,anomaly,Zorlu Center,Kanyon,0.0409,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.796472
d027076d-cb40-4788-b25d-80dd46fe9763,I119678,shopping_mall,anomaly,Emaar Square Mall,Cevahir AVM,0.0103,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.832510
40446e4e-0281-4972-993b-6ee93f811c03,I338366,payment_method,anomaly,Debit Card,Credit Card,0.0572,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.874507
f897e584-d06f-40fe-b445-88adf7a69584,I338366,shopping_mall,anomaly,Viaport Outlet,Emaar Square Mall,0.0572,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.874507
b07b88db-1015-4fa0-b0c7-6d8f2ceed7dd,I254886,payment_method,anomaly,Debit Card,Cash,0.0774,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.910637
f632534d-2edf-4311-b032-e908f9e05f8b,I254886,shopping_mall,anomaly,Mall of Istanbul,Mall of Istanbul,0.0774,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.910637
999848b3-19e8-4023-8223-2aed3f4d5ae5,I929854,category,anomaly,Shoes,Clothing,0.0544,high,0.5,Column 'category' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.951427
1378aded-e70b-4ddf-bf59-e356b89609df,I929854,payment_method,anomaly,Debit Card,Credit Card,0.0544,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.951427
bd237913-08f2-476e-a0f7-69fb6452cfdd,I929854,shopping_mall,anomaly,Metropol AVM,Metropol AVM,0.0544,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:01.952427
04b80446-2b4b-4e83-a31c-b67acf98686f,I863565,shopping_mall,anomaly,Viaport Outlet,Forum Istanbul,0.003,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.021951
5c34dd73-b04b-4a43-822b-6a2849278161,I863565,age_group,anomaly,18_25,26_35,0.003,medium,0.30728376327769347,Column 'age_group' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.021951
0e74f15e-7287-4ae1-8c46-91b44c8fa986,I148039,payment_method,anomaly,Debit Card,Cash,0.0032,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.053374
a009bbd5-6cde-4f5f-a6c1-6f859e68aa94,I528108,category,anomaly,Books,Clothing,0.0932,high,0.5,Column 'category' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.085585
d45c58e8-83cb-442a-9655-c5ba833730e6,I328430,shopping_mall,anomaly,Viaport Outlet,Emaar Square Mall,0.0136,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.121682
8f37e2c8-240a-421a-97a7-374fdf801d93,I551504,category,anomaly,Shoes,Clothing,0.115,high,0.5,Column 'category' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.158985
7587b61a-bc07-4ddf-93f0-2f8042727e98,I551504,shopping_mall,anomaly,Zorlu Center,Kanyon,0.115,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.158985
ce88b923-4ca8-4b8f-9c55-f5d900e1a3e7,I301887,payment_method,anomaly,Credit Card,Cash,0.0995,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.193367
c450a588-0c6e-416c-abae-231e3d1b89ae,I301887,shopping_mall,anomaly,Zorlu Center,Kanyon,0.0995,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.193367
b3254931-0f4b-4845-b371-9b38901145fc,I283492,shopping_mall,anomaly,Emaar Square Mall,Metropol AVM,0.0047,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.228520
4797b2e4-53c2-4e24-84d8-78dfd171bc11,I126253,shopping_mall,anomaly,Metrocity,Metrocity,0.04,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.262129
61b10c0d-b53f-43e1-97f6-840d62a983e4,I322886,shopping_mall,anomaly,Istinye Park,Mall of Istanbul,0.0437,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.293139
ce6c199f-d23e-4430-a863-ef415042fce8,I472142,gender,anomaly,Male,Female,0.003,high,0.5,Column 'gender' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.323888
e9ea0e66-5779-4af5-b43d-5dd9c1b6d1a3,I208028,payment_method,anomaly,Credit Card,Cash,0.1249,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.357027
cd848dbe-b8ce-4c8a-819b-277a0116392f,I148225,shopping_mall,anomaly,Mall of Istanbul,Kanyon,0.0075,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.387247
3808aa07-27bf-465a-a51f-68a3e09ae711,I307337,shopping_mall,anomaly,Metropol AVM,Mall of Istanbul,0.0728,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.420901
978d6e91-0f05-4244-85c3-ef389b76e79e,I713320,category,anomaly,Technology,Shoes,0.1859,high,0.5,Column 'category' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.454871
08ac9ad2-2951-44dd-abfe-db7e7ed644ca,I713320,shopping_mall,anomaly,Zorlu Center,Kanyon,0.1859,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.454871
6107dfda-c289-46c1-b9bd-42b6d9ee47ca,I713320,age_group,anomaly,26_35,26_35,0.1859,low,0.0,Column 'age_group' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.456379
f876c55a-1b30-44bb-98dd-ffa2e7233ffd,I291281,shopping_mall,anomaly,Metropol AVM,Kanyon,0.0452,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.488339
7d96a0b9-2f25-4e46-ad6a-74b6b613d740,I211823,payment_method,anomaly,Debit Card,Debit Card,0.0776,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.519536
b5d571a5-56bf-46ac-9b0c-6cc78bbec003,I211823,shopping_mall,anomaly,Zorlu Center,Metrocity,0.0776,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.519536
d45ced53-09a4-47f9-b64a-5d6e34763d4d,I186437,payment_method,anomaly,Debit Card,Cash,0.0517,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.551795
5bd7f96d-fddd-4edb-a6dd-b7d69b594f50,I186437,shopping_mall,anomaly,Kanyon,Kanyon,0.0517,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.551795
e1386cb0-596a-439a-8557-d0ec735cfd42,I328455,gender,anomaly,Male,Female,0.0644,high,0.5,Column 'gender' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.626167
a6428c7a-a6dc-4031-b12f-71753fb6d80e,I328455,shopping_mall,anomaly,Mall of Istanbul,Mall of Istanbul,0.0644,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.626167
0bc661c5-8aef-4289-8781-58a1df4702c8,I300065,shopping_mall,anomaly,Viaport Outlet,Kanyon,0.1535,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.660451
b9ccf54c-1442-4967-8a29-799b02f261ba,I846448,category,anomaly,Cosmetics,Food & Beverage,0.0075,high,0.5,Column 'category' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.694869
904edc62-5e83-4dca-b8d6-454f58a2d221,I846448,payment_method,anomaly,Debit Card,Cash,0.0075,high,0.5,Column 'payment_method' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.694869
b80a231b-4914-4f39-ac85-e4bb7d1d27b7,I304483,shopping_mall,anomaly,Viaport Outlet,Viaport Outlet,0.0475,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.730300
d33c930a-ff81-42ea-9c35-64959f2faa6e,I539167,shopping_mall,anomaly,Zorlu Center,Istinye Park,0.0089,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.759896
1d17be35-91e8-410b-ad23-92c9bc9774af,I165932,gender,anomaly,Male,Female,0.0146,high,0.5,Column 'gender' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.792138
2da52987-3dfa-49ac-ac8a-9de7b8d88531,I165932,shopping_mall,anomaly,Cevahir AVM,Cevahir AVM,0.0146,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.792138
5e5f51f1-a76f-4e35-ae3b-3336d334139d,I248527,shopping_mall,anomaly,Viaport Outlet,Kanyon,0.0403,high,0.5,Column 'shopping_mall' deviates from similar normal records.,isolation_forest+feature_contribution,True,2026-07-01T07:07:02.860226
